"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"8:16:22.4839545 PM","svchost.exe","1032","CreateFile","C:\Documents and Settings\NetworkService\Local Settings\Temporary Internet Files\Content.IE5\KBC5ABCF\desktop.ini","SUCCESS","Desired Access: Write Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:16:22.4880921 PM","svchost.exe","1032","CreateFile","C:\Documents and Settings\NetworkService\Local Settings\Temporary Internet Files\Content.IE5\IYYZK06E\desktop.ini","SUCCESS","Desired Access: Write Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:16:22.4887833 PM","svchost.exe","1032","SetDispositionInformationFile","C:\Documents and Settings\NetworkService\Local Settings\Temporary Internet Files\Content.IE5\IYYZK06E\desktop.ini","SUCCESS","Delete: True"
"8:16:22.4897308 PM","svchost.exe","1032","CreateFile","C:\Documents and Settings\NetworkService\Local Settings\Temporary Internet Files\Content.IE5\IYYZK06E","SUCCESS","Desired Access: Write Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:16:22.4901810 PM","svchost.exe","1032","SetDispositionInformationFile","C:\Documents and Settings\NetworkService\Local Settings\Temporary Internet Files\Content.IE5\IYYZK06E","SUCCESS","Delete: True"
"8:16:22.4933491 PM","svchost.exe","1032","CreateFile","C:\Documents and Settings\NetworkService\Local Settings\Temporary Internet Files\Content.IE5\U4XVUSJZ\desktop.ini","SUCCESS","Desired Access: Write Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:16:22.4939924 PM","svchost.exe","1032","SetDispositionInformationFile","C:\Documents and Settings\NetworkService\Local Settings\Temporary Internet Files\Content.IE5\U4XVUSJZ\desktop.ini","SUCCESS","Delete: True"
"8:16:22.4949309 PM","svchost.exe","1032","CreateFile","C:\Documents and Settings\NetworkService\Local Settings\Temporary Internet Files\Content.IE5\U4XVUSJZ","SUCCESS","Desired Access: Write Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:16:22.4966741 PM","svchost.exe","1032","SetDispositionInformationFile","C:\Documents and Settings\NetworkService\Local Settings\Temporary Internet Files\Content.IE5\U4XVUSJZ","SUCCESS","Delete: True"
"8:16:22.5002150 PM","svchost.exe","1032","CreateFile","C:\Documents and Settings\NetworkService\Local Settings\Temporary Internet Files\Content.IE5\XPZVPHW0\desktop.ini","SUCCESS","Desired Access: Write Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:16:22.5008505 PM","svchost.exe","1032","SetDispositionInformationFile","C:\Documents and Settings\NetworkService\Local Settings\Temporary Internet Files\Content.IE5\XPZVPHW0\desktop.ini","SUCCESS","Delete: True"
"8:16:22.5017599 PM","svchost.exe","1032","CreateFile","C:\Documents and Settings\NetworkService\Local Settings\Temporary Internet Files\Content.IE5\XPZVPHW0","SUCCESS","Desired Access: Write Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:16:22.5021658 PM","svchost.exe","1032","SetDispositionInformationFile","C:\Documents and Settings\NetworkService\Local Settings\Temporary Internet Files\Content.IE5\XPZVPHW0","SUCCESS","Delete: True"
"8:16:22.5039267 PM","svchost.exe","1032","CreateFile","C:\Documents and Settings\NetworkService\Local Settings\Temporary Internet Files\Content.IE5\XXZZYQ9C\desktop.ini","SUCCESS","Desired Access: Write Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:16:22.5044352 PM","svchost.exe","1032","SetDispositionInformationFile","C:\Documents and Settings\NetworkService\Local Settings\Temporary Internet Files\Content.IE5\XXZZYQ9C\desktop.ini","SUCCESS","Delete: True"
"8:16:22.5053568 PM","svchost.exe","1032","CreateFile","C:\Documents and Settings\NetworkService\Local Settings\Temporary Internet Files\Content.IE5\XXZZYQ9C","SUCCESS","Desired Access: Write Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:16:22.5058533 PM","svchost.exe","1032","SetDispositionInformationFile","C:\Documents and Settings\NetworkService\Local Settings\Temporary Internet Files\Content.IE5\XXZZYQ9C","SUCCESS","Delete: True"
"8:16:22.5063213 PM","svchost.exe","1032","QuerySizeInformationVolume","C:\Documents and Settings\NetworkService\Cookies","SUCCESS","TotalAllocationUnits: 10,483,297, AvailableAllocationUnits: 9,007,261, SectorsPerAllocationUnit: 8, BytesPerSector: 512"
"8:16:22.5063891 PM","svchost.exe","1032","QuerySizeInformationVolume","C:\","SUCCESS","TotalAllocationUnits: 10,483,297, AvailableAllocationUnits: 9,007,261, SectorsPerAllocationUnit: 8, BytesPerSector: 512"
"8:16:22.5065266 PM","svchost.exe","1032","CreateFile","C:\Documents and Settings\NetworkService\Cookies","SUCCESS","Desired Access: Write Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:16:22.5068976 PM","svchost.exe","1032","CreateFile","C:\Documents and Settings\NetworkService\Cookies\index.dat","SUCCESS","Desired Access: Generic Read/Write, Disposition: OpenIf, Options: Synchronous IO Non-Alert, Non-Directory File, Random Access, Attributes: n/a, ShareMode: Read, Write, AllocationSize: 0, OpenResult: Created"
"8:16:22.5072464 PM","svchost.exe","1032","SetAllInformationFile","C:\Documents and Settings\NetworkService\Cookies\index.dat","SUCCESS","AllocationSize: 16,384"
"8:16:22.5074230 PM","svchost.exe","1032","CreateFile","C:\Documents and Settings\NetworkService\Cookies\index.dat","SUCCESS","Desired Access: Generic Read/Write, Disposition: OpenIf, Options: Synchronous IO Non-Alert, Non-Directory File, Random Access, Attributes: n/a, ShareMode: Read, Write, AllocationSize: 0, OpenResult: Opened"
"8:16:22.5091206 PM","svchost.exe","1032","QuerySizeInformationVolume","C:\Documents and Settings\NetworkService\Local Settings\History\History.IE5","SUCCESS","TotalAllocationUnits: 10,483,297, AvailableAllocationUnits: 9,007,257, SectorsPerAllocationUnit: 8, BytesPerSector: 512"
"8:16:22.5092184 PM","svchost.exe","1032","QuerySizeInformationVolume","C:\","SUCCESS","TotalAllocationUnits: 10,483,297, AvailableAllocationUnits: 9,007,257, SectorsPerAllocationUnit: 8, BytesPerSector: 512"
"8:16:22.5094068 PM","svchost.exe","1032","CreateFile","C:\Documents and Settings\NetworkService\Local Settings\History\History.IE5","SUCCESS","Desired Access: Write Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:16:22.5098483 PM","svchost.exe","1032","CreateFile","C:\Documents and Settings\NetworkService\Local Settings\History\History.IE5\index.dat","SUCCESS","Desired Access: Generic Read/Write, Disposition: OpenIf, Options: Synchronous IO Non-Alert, Non-Directory File, Random Access, Attributes: n/a, ShareMode: Read, Write, AllocationSize: 0, OpenResult: Created"
"8:16:22.5104423 PM","svchost.exe","1032","SetAllInformationFile","C:\Documents and Settings\NetworkService\Local Settings\History\History.IE5\index.dat","SUCCESS","AllocationSize: 16,384"
"8:16:22.5108318 PM","svchost.exe","1032","CreateFile","C:\Documents and Settings\NetworkService\Local Settings\History\History.IE5\index.dat","SUCCESS","Desired Access: Generic Read/Write, Disposition: OpenIf, Options: Synchronous IO Non-Alert, Non-Directory File, Random Access, Attributes: n/a, ShareMode: Read, Write, AllocationSize: 0, OpenResult: Opened"
"8:16:22.5112810 PM","svchost.exe","1032","CreateFile","C:\Documents and Settings\NetworkService\Local Settings\Temporary Internet Files\Content.IE5","SUCCESS","Desired Access: Write Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:16:22.5117931 PM","svchost.exe","1032","CreateFile","C:\Documents and Settings\NetworkService\Local Settings\History\History.IE5","SUCCESS","Desired Access: Write Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:16:22.5127591 PM","svchost.exe","1032","SetAllInformationFile","C:\Documents and Settings\NetworkService\Local Settings\Temporary Internet Files\Content.IE5\index.dat","SUCCESS","AllocationSize: 32,768"
"8:16:22.5130087 PM","svchost.exe","1032","CreateFile","C:\Documents and Settings\NetworkService\Local Settings\Temporary Internet Files\Content.IE5\index.dat","SUCCESS","Desired Access: Generic Read/Write, Disposition: OpenIf, Options: Synchronous IO Non-Alert, Non-Directory File, Random Access, Attributes: n/a, ShareMode: Read, Write, AllocationSize: 0, OpenResult: Opened"
"8:16:22.5141557 PM","svchost.exe","1032","RegSetValue","HKU\.DEFAULT\Software\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\ProxyBypass","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"8:16:22.5141641 PM","svchost.exe","1032","RegSetValue","HKU\.DEFAULT\Software\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\IntranetName","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"8:16:22.5141692 PM","svchost.exe","1032","RegSetValue","HKU\.DEFAULT\Software\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\UNCAsIntranet","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"8:16:22.5146916 PM","svchost.exe","1032","RegSetValue","HKU\.DEFAULT\Software\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\ProxyBypass","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"8:16:22.5146975 PM","svchost.exe","1032","RegSetValue","HKU\.DEFAULT\Software\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\IntranetName","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"8:16:22.5147021 PM","svchost.exe","1032","RegSetValue","HKU\.DEFAULT\Software\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\UNCAsIntranet","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"8:16:22.5702589 PM","svchost.exe","1032","TCP Send","VM-XP-Test.home:1255 -> Verizon_router.home:2555","SUCCESS","Length: 265"
"8:16:22.5724014 PM","svchost.exe","1032","TCP Receive","VM-XP-Test.home:1255 -> Verizon_router.home:2555","SUCCESS","Length: 475"
"8:16:22.5725635 PM","svchost.exe","1032","TCP Disconnect","VM-XP-Test.home:1255 -> Verizon_router.home:2555","SUCCESS","Length: 0"
"8:16:22.6186449 PM","svchost.exe","1032","TCP Send","VM-XP-Test.home:1256 -> Verizon_router.home:2555","SUCCESS","Length: 264"
"8:16:22.6220323 PM","svchost.exe","1032","TCP Receive","VM-XP-Test.home:1256 -> Verizon_router.home:2555","SUCCESS","Length: 1460"
"8:16:22.6220894 PM","svchost.exe","1032","TCP Receive","VM-XP-Test.home:1256 -> Verizon_router.home:2555","SUCCESS","Length: 1460"
"8:16:22.6222053 PM","svchost.exe","1032","TCP Receive","VM-XP-Test.home:1256 -> Verizon_router.home:2555","SUCCESS","Length: 1119"
"8:16:22.6223563 PM","svchost.exe","1032","TCP Disconnect","VM-XP-Test.home:1256 -> Verizon_router.home:2555","SUCCESS","Length: 0"
"8:16:22.6775597 PM","svchost.exe","1032","UDP Send","VM-XP-Test.home:1242 -> 239.255.255.250:1900","SUCCESS","Length: 133"
"8:16:22.6779864 PM","svchost.exe","1204","UDP Receive","239.255.255.250:1900 -> localhost:1243","SUCCESS","Length: 133"
"8:16:22.6780058 PM","svchost.exe","1032","UDP Send","localhost:1243 -> 239.255.255.250:1900","SUCCESS","Length: 133"
"8:16:22.7572744 PM","services.exe","680","RegCreateKey","HKLM\System\CurrentControlSet\Enum\Root\LEGACY_HTTPFILTER","SUCCESS","Desired Access: All Access"
"8:16:22.7574428 PM","services.exe","680","RegSetValue","HKLM\System\CurrentControlSet\Enum\Root\LEGACY_HTTPFILTER\NextInstance","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"8:16:22.7575021 PM","services.exe","680","RegCreateKey","HKLM\System\CurrentControlSet\Enum\Root\LEGACY_HTTPFILTER\0000","SUCCESS","Desired Access: All Access"
"8:16:22.7576362 PM","services.exe","680","RegCreateKey","HKLM\System\CurrentControlSet\Enum\Root\LEGACY_HTTPFILTER\0000\Control","SUCCESS","Desired Access: All Access"
"8:16:22.7576864 PM","services.exe","680","RegSetValue","HKLM\System\CurrentControlSet\Enum\Root\LEGACY_HTTPFILTER\0000\Control\*NewlyCreated*","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"8:16:22.7577283 PM","services.exe","680","RegSetValue","HKLM\System\CurrentControlSet\Enum\Root\LEGACY_HTTPFILTER\0000\Service","SUCCESS","Type: REG_SZ, Length: 22, Data: HTTPFilter"
"8:16:22.7577577 PM","services.exe","680","RegSetValue","HKLM\System\CurrentControlSet\Enum\Root\LEGACY_HTTPFILTER\0000\Legacy","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"8:16:22.7577917 PM","services.exe","680","RegSetValue","HKLM\System\CurrentControlSet\Enum\Root\LEGACY_HTTPFILTER\0000\ConfigFlags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"8:16:22.7578163 PM","services.exe","680","RegSetValue","HKLM\System\CurrentControlSet\Enum\Root\LEGACY_HTTPFILTER\0000\Class","SUCCESS","Type: REG_SZ, Length: 26, Data: LegacyDriver"
"8:16:22.7578520 PM","services.exe","680","RegSetValue","HKLM\System\CurrentControlSet\Enum\Root\LEGACY_HTTPFILTER\0000\ClassGUID","SUCCESS","Type: REG_SZ, Length: 78, Data: {8ECC055D-047F-11D1-A537-0000F8753ED1}"
"8:16:22.7579592 PM","services.exe","680","RegSetValue","HKLM\System\CurrentControlSet\Enum\Root\LEGACY_HTTPFILTER\0000\DeviceDesc","SUCCESS","Type: REG_SZ, Length: 18, Data: HTTP SSL"
"8:16:22.7582396 PM","services.exe","680","RegCreateKey","HKLM\System\CurrentControlSet\Services\HTTPFilter\Enum","SUCCESS","Desired Access: All Access"
"8:16:22.7586770 PM","services.exe","680","RegSetValue","HKLM\System\CurrentControlSet\Services\HTTPFilter\Enum\0","SUCCESS","Type: REG_SZ, Length: 56, Data: Root\LEGACY_HTTPFILTER\0000"
"8:16:22.7586956 PM","services.exe","680","RegSetValue","HKLM\System\CurrentControlSet\Services\HTTPFilter\Enum\Count","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"8:16:22.7587062 PM","services.exe","680","RegSetValue","HKLM\System\CurrentControlSet\Services\HTTPFilter\Enum\NextInstance","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"8:16:22.7862480 PM","services.exe","680","Process Create","C:\WINDOWS\System32\svchost.exe","SUCCESS","PID: 3512, Command line: C:\WINDOWS\System32\svchost.exe -k HTTPFilter"
"8:16:22.7862502 PM","svchost.exe","3512","Process Start","","SUCCESS","Parent PID: 680"
"8:16:22.7866008 PM","services.exe","680","RegSetValue","HKLM\System\CurrentControlSet\Control\ServiceCurrent\(Default)","SUCCESS","Type: REG_DWORD, Length: 4, Data: 15"
"8:16:22.8593934 PM","svchost.exe","3512","RegCreateKey","HKLM\SOFTWARE\Microsoft\Cryptography\RNG","SUCCESS","Desired Access: Set Value"
"8:16:22.8604857 PM","svchost.exe","3512","RegCreateKey","HKU\.DEFAULT\Software\Microsoft\Multimedia\Audio","SUCCESS","Desired Access: Write, Query Value"
"8:16:22.8671383 PM","svchost.exe","3512","RegCreateKey","HKU\.DEFAULT\Software\Microsoft\Multimedia\Audio Compression Manager","SUCCESS","Desired Access: Write"
"8:16:22.8671613 PM","svchost.exe","3512","RegCreateKey","HKU\.DEFAULT\Software\Microsoft\Multimedia\Audio Compression Manager\MSACM","SUCCESS","Desired Access: Read/Write"
"8:16:22.8673655 PM","svchost.exe","3512","RegCreateKey","HKU\.DEFAULT\Software\Microsoft\Multimedia\Audio Compression Manager","SUCCESS","Desired Access: Write"
"8:16:22.8673845 PM","svchost.exe","3512","RegCreateKey","HKU\.DEFAULT\Software\Microsoft\Multimedia\Audio Compression Manager\Priority v4.00","SUCCESS","Desired Access: Read/Write"
"8:16:22.9028561 PM","svchost.exe","3512","RegCreateKey","HKLM\SOFTWARE\Microsoft\Cryptography\RNG","SUCCESS","Desired Access: Set Value"
"8:16:22.9029723 PM","svchost.exe","3512","RegCreateKey","HKLM\SOFTWARE\Microsoft\Cryptography\RNG","SUCCESS","Desired Access: Set Value"
"8:16:22.9030531 PM","svchost.exe","3512","RegCreateKey","HKLM\SOFTWARE\Microsoft\Cryptography\RNG","SUCCESS","Desired Access: Set Value"
"8:16:22.9031278 PM","svchost.exe","3512","RegCreateKey","HKLM\SOFTWARE\Microsoft\Cryptography\RNG","SUCCESS","Desired Access: Set Value"
"8:16:22.9032040 PM","svchost.exe","3512","RegCreateKey","HKLM\SOFTWARE\Microsoft\Cryptography\RNG","SUCCESS","Desired Access: Set Value"
"8:16:22.9038458 PM","svchost.exe","3512","RegCreateKey","HKLM\SOFTWARE\Microsoft\Cryptography\RNG","SUCCESS","Desired Access: Set Value"
"8:16:22.9039294 PM","svchost.exe","3512","RegCreateKey","HKLM\SOFTWARE\Microsoft\Cryptography\RNG","SUCCESS","Desired Access: Set Value"
"8:16:22.9096107 PM","services.exe","680","RegCreateKey","HKLM\System\CurrentControlSet\Enum\Root\LEGACY_HTTPFILTER\0000\Control","SUCCESS","Desired Access: All Access"
"8:16:22.9096250 PM","services.exe","680","RegSetValue","HKLM\System\CurrentControlSet\Enum\Root\LEGACY_HTTPFILTER\0000\Control\ActiveService","SUCCESS","Type: REG_SZ, Length: 22, Data: HTTPFilter"
"8:16:23.0108788 PM","services.exe","680","WriteFile","C:\WINDOWS\system32\config\SysEvent.Evt","SUCCESS","Offset: 160,152, Length: 176"
"8:16:23.0110010 PM","services.exe","680","WriteFile","C:\WINDOWS\system32\config\SysEvent.Evt","SUCCESS","Offset: 160,328, Length: 40"
"8:16:23.0191258 PM","svchost.exe","3512","RegCreateKey","HKLM\System\CurrentControlSet\Services\HTTP\Parameters\SslBindingInfo","SUCCESS","Desired Access: Read/Write"
"8:16:23.0191464 PM","svchost.exe","3512","RegCreateKey","HKLM\System\CurrentControlSet\Services\HTTP\Parameters\Synchronize","SUCCESS","Desired Access: Read/Write"
"8:16:23.0191830 PM","svchost.exe","3512","RegCreateKey","HKLM\System\CurrentControlSet\Services\HTTP\Parameters\UrlAclInfo","SUCCESS","Desired Access: Read/Write"
"8:16:23.1130848 PM","svchost.exe","1204","TCP Send","VM-XP-Test.home:1257 -> Verizon_router.home:2555","SUCCESS","Length: 350"
"8:16:23.1169777 PM","svchost.exe","1204","TCP Receive","VM-XP-Test.home:1257 -> Verizon_router.home:2555","SUCCESS","Length: 200"
"8:16:23.1183884 PM","svchost.exe","1204","TCP Receive","VM-XP-Test.home:2869 -> Verizon_router.home:2997","SUCCESS","Length: 479"
"8:16:23.1188581 PM","svchost.exe","1204","TCP Disconnect","VM-XP-Test.home:1257 -> Verizon_router.home:2555","SUCCESS","Length: 0"
"8:16:23.1348054 PM","svchost.exe","1204","TCP Send","VM-XP-Test.home:2869 -> Verizon_router.home:2997","SUCCESS","Length: 125"
"8:16:23.1351171 PM","svchost.exe","1204","TCP Disconnect","VM-XP-Test.home:2869 -> Verizon_router.home:2997","SUCCESS","Length: 0"
"8:16:23.1361099 PM","svchost.exe","1032","CreateFile","C:\WINDOWS\system32\wbem\Logs\wbemess.log","SUCCESS","Desired Access: Generic Write, Read Attributes, Disposition: OpenIf, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: NNCI, ShareMode: Read, Delete, AllocationSize: 0, OpenResult: Opened"
"8:16:23.1366846 PM","svchost.exe","1032","WriteFile","C:\WINDOWS\system32\wbem\Logs\wbemess.log","SUCCESS","Offset: 38,341, Length: 98"
"8:16:23.1371061 PM","services.exe","680","WriteFile","C:\WINDOWS\system32\config\SysEvent.Evt","SUCCESS","Offset: 160,328, Length: 168"
"8:16:23.1372150 PM","services.exe","680","WriteFile","C:\WINDOWS\system32\config\SysEvent.Evt","SUCCESS","Offset: 160,496, Length: 40"
"8:16:23.1627889 PM","svchost.exe","1204","TCP Send","VM-XP-Test.home:1258 -> Verizon_router.home:2555","SUCCESS","Length: 300"
"8:16:23.1646704 PM","svchost.exe","1204","TCP Receive","VM-XP-Test.home:1258 -> Verizon_router.home:2555","SUCCESS","Length: 130"
"8:16:23.1647142 PM","svchost.exe","1204","TCP Disconnect","VM-XP-Test.home:1258 -> Verizon_router.home:2555","SUCCESS","Length: 0"
"8:16:23.2146415 PM","Explorer.EXE","1432","RegCreateKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\SessionInfo\000000000000b156","SUCCESS","Desired Access: Query Value"
"8:16:23.2148785 PM","Explorer.EXE","1432","RegCreateKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\SessionInfo\000000000000b156","SUCCESS","Desired Access: Query Value"
"8:16:23.3445666 PM","svchost.exe","1032","UDP Receive","VM-XP-Test.home:1242 -> Verizon_router.home:1900","SUCCESS","Length: 391"
"8:16:23.3447396 PM","svchost.exe","1032","UDP Receive","VM-XP-Test.home:1242 -> Verizon_router.home:1900","SUCCESS","Length: 391"
"8:16:23.3450170 PM","svchost.exe","1032","UDP Receive","VM-XP-Test.home:1242 -> Verizon_router.home:1900","SUCCESS","Length: 391"
"8:16:23.3951423 PM","svchost.exe","1092","UDP Send","VM-XP-Test.home:1227 -> Verizon_router.home:domain","SUCCESS","Length: 44"
"8:16:23.4258826 PM","services.exe","680","UDP Send","VM-XP-Test.home:1251 -> 180.254.253.254:16471","SUCCESS","Length: 16"
"8:16:23.4297108 PM","svchost.exe","1092","UDP Send","VM-XP-Test.home:1039 -> Verizon_router.home:domain","SUCCESS","Length: 46"
"8:16:24.4266255 PM","svchost.exe","1092","UDP Send","VM-XP-Test.home:1039 -> Verizon_router.home:domain","SUCCESS","Length: 46"
"8:16:24.4271703 PM","services.exe","680","UDP Send","VM-XP-Test.home:1251 -> 135.254.253.254:16471","SUCCESS","Length: 16"
"8:16:24.7702910 PM","svchost.exe","1092","UDP Send","VM-XP-Test.home:1252 -> Verizon_router.home:domain","SUCCESS","Length: 46"
"8:16:24.8083349 PM","svchost.exe","1092","UDP Receive","VM-XP-Test.home:1252 -> Verizon_router.home:domain","SUCCESS","Length: 46"
"8:16:25.4253615 PM","svchost.exe","1092","UDP Send","VM-XP-Test.home:1039 -> Verizon_router.home:domain","SUCCESS","Length: 46"
"8:16:25.4255255 PM","services.exe","680","UDP Send","VM-XP-Test.home:1251 -> 134.254.253.254:16471","SUCCESS","Length: 16"
"8:16:25.4279994 PM","svchost.exe","1092","UDP Send","VM-XP-Test.home:1252 -> Verizon_router.home:domain","SUCCESS","Length: 46"
"8:16:25.4530887 PM","svchost.exe","1092","UDP Receive","VM-XP-Test.home:1252 -> Verizon_router.home:domain","SUCCESS","Length: 46"
"8:16:25.5532470 PM","svchost.exe","1092","UDP Receive","VM-XP-Test.home:1039 -> Verizon_router.home:domain","SUCCESS","Length: 46"
"8:16:25.6914317 PM","svchost.exe","1032","UDP Send","VM-XP-Test.home:1242 -> 239.255.255.250:1900","SUCCESS","Length: 133"
"8:16:25.6916383 PM","svchost.exe","1204","UDP Receive","239.255.255.250:1900 -> localhost:1243","SUCCESS","Length: 133"
"8:16:25.6916420 PM","svchost.exe","1032","UDP Send","localhost:1243 -> 239.255.255.250:1900","SUCCESS","Length: 133"
"8:16:25.8473140 PM","hasplms.exe","440","UDP Receive","192.168.2.255:1947 -> VM-XP-Test.home:1040","SUCCESS","Length: 40"
"8:16:25.8473655 PM","hasplms.exe","440","UDP Send","VM-XP-Test.home:1040 -> 192.168.2.255:1947","SUCCESS","Length: 40"
"8:16:26.4251137 PM","services.exe","680","UDP Send","VM-XP-Test.home:1251 -> 117.254.253.254:16471","SUCCESS","Length: 16"
"8:16:26.4907151 PM","svchost.exe","1092","UDP Receive","VM-XP-Test.home:1039 -> Verizon_router.home:domain","SUCCESS","Length: 46"
"8:16:26.5404443 PM","svchost.exe","1092","UDP Receive","VM-XP-Test.home:1039 -> Verizon_router.home:domain","SUCCESS","Length: 46"
"8:16:26.8323117 PM","svchost.exe","1092","UDP Send","VM-XP-Test.home:1252 -> Verizon_router.home:domain","SUCCESS","Length: 46"
"8:16:26.8553350 PM","svchost.exe","1092","UDP Receive","VM-XP-Test.home:1252 -> Verizon_router.home:domain","SUCCESS","Length: 46"
"8:16:27.3938748 PM","svchost.exe","1092","UDP Send","VM-XP-Test.home:1227 -> Verizon_router.home:domain","SUCCESS","Length: 44"
"8:16:27.4248882 PM","services.exe","680","UDP Send","VM-XP-Test.home:1251 -> 115.254.253.254:16471","SUCCESS","Length: 16"
"8:16:27.4358521 PM","svchost.exe","1092","UDP Receive","VM-XP-Test.home:1227 -> Verizon_router.home:domain","SUCCESS","Length: 44"
"8:16:27.5098036 PM","svchost.exe","1032","WriteFile","C:\WINDOWS\system32\wbem\Repository\FS\OBJECTS.DATA","SUCCESS","Offset: 18,849,792, Length: 8,192"
"8:16:27.5100062 PM","svchost.exe","1032","WriteFile","C:\WINDOWS\system32\wbem\Repository\FS\OBJECTS.DATA","SUCCESS","Offset: 18,841,600, Length: 8,192"
"8:16:27.5101645 PM","svchost.exe","1032","WriteFile","C:\WINDOWS\system32\wbem\Repository\FS\OBJECTS.DATA","SUCCESS","Offset: 18,817,024, Length: 8,192"
"8:16:27.5102848 PM","svchost.exe","1032","WriteFile","C:\WINDOWS\system32\wbem\Repository\FS\OBJECTS.DATA","SUCCESS","Offset: 18,833,408, Length: 8,192"
"8:16:27.5104574 PM","svchost.exe","1032","WriteFile","C:\WINDOWS\system32\wbem\Repository\FS\OBJECTS.DATA","SUCCESS","Offset: 18,808,832, Length: 8,192"
"8:16:27.5106492 PM","svchost.exe","1032","FlushBuffersFile","C:\WINDOWS\system32\wbem\Repository\FS\OBJECTS.DATA","SUCCESS",""
"8:16:27.5107702 PM","svchost.exe","1032","WriteFile","C:\WINDOWS\system32\wbem\Repository\FS\OBJECTS.DATA","SUCCESS","Offset: 18,808,832, Length: 16,384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"8:16:27.5112442 PM","svchost.exe","1032","WriteFile","C:\WINDOWS\system32\wbem\Repository\FS\OBJECTS.DATA","SUCCESS","Offset: 18,833,408, Length: 24,576, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
